,Max_depth,N_estimators,Confusion Matrix Split 31,Confusion Matrix Split 32,Confusion Matrix Split 33,Confusion Matrix Split 34,Confusion Matrix Split 35,Confusion Matrix Split 36,Confusion Matrix Split 37,Confusion Matrix Split 38,Confusion Matrix Split 39,Confusion Matrix Split 40
10,5,316,"[4, 1, 3, 2]","[4, 1, 0, 5]","[3, 2, 0, 5]","[5, 0, 2, 3]","[4, 1, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 3]","[3, 2, 2, 2]","[4, 0, 2, 3]","[2, 2, 2, 3]"
11,5,450,"[4, 1, 3, 2]","[4, 1, 0, 5]","[3, 2, 0, 5]","[5, 0, 2, 3]","[4, 1, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 3]","[3, 2, 2, 2]","[4, 0, 2, 3]","[2, 2, 2, 3]"
12,6,50,"[3, 2, 3, 2]","[5, 0, 0, 5]","[3, 2, 0, 5]","[5, 0, 2, 3]","[5, 0, 1, 4]","[4, 1, 3, 2]","[4, 1, 2, 2]","[3, 2, 2, 2]","[4, 0, 2, 3]","[2, 2, 2, 3]"
13,6,183,"[4, 1, 3, 2]","[5, 0, 0, 5]","[3, 2, 0, 5]","[5, 0, 2, 3]","[4, 1, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 3]","[3, 2, 2, 2]","[4, 0, 2, 3]","[2, 2, 2, 3]"
14,6,316,"[4, 1, 3, 2]","[5, 0, 0, 5]","[3, 2, 0, 5]","[5, 0, 2, 3]","[4, 1, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 3]","[3, 2, 2, 2]","[4, 0, 2, 3]","[2, 2, 2, 3]"
15,6,450,"[4, 1, 3, 2]","[5, 0, 0, 5]","[3, 2, 0, 5]","[5, 0, 2, 3]","[3, 2, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 3]","[3, 2, 2, 2]","[4, 0, 2, 3]","[2, 2, 2, 3]"
16,7,50,"[3, 2, 3, 2]","[5, 0, 0, 5]","[3, 2, 0, 5]","[5, 0, 2, 3]","[5, 0, 1, 4]","[4, 1, 3, 2]","[4, 1, 2, 2]","[3, 2, 2, 2]","[4, 0, 2, 3]","[2, 2, 2, 3]"
17,7,183,"[4, 1, 3, 2]","[5, 0, 0, 5]","[3, 2, 0, 5]","[5, 0, 2, 3]","[4, 1, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 3]","[3, 2, 2, 2]","[4, 0, 2, 3]","[2, 2, 2, 3]"
18,7,316,"[4, 1, 3, 2]","[5, 0, 0, 5]","[3, 2, 0, 5]","[5, 0, 2, 3]","[4, 1, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 3]","[3, 2, 2, 2]","[4, 0, 2, 3]","[2, 2, 2, 3]"
19,7,450,"[4, 1, 3, 2]","[5, 0, 0, 5]","[3, 2, 0, 5]","[5, 0, 2, 3]","[3, 2, 1, 4]","[3, 2, 2, 3]","[5, 0, 1, 3]","[3, 2, 2, 2]","[4, 0, 2, 3]","[2, 2, 2, 3]"
