,Max_depth,N_estimators,Confusion Matrix Split 71,Confusion Matrix Split 72,Confusion Matrix Split 73,Confusion Matrix Split 74,Confusion Matrix Split 75,Confusion Matrix Split 76,Confusion Matrix Split 77,Confusion Matrix Split 78,Confusion Matrix Split 79,Confusion Matrix Split 80
10,5,316,"[3, 2, 1, 4]","[5, 0, 2, 3]","[4, 1, 2, 3]","[3, 2, 0, 5]","[4, 1, 2, 3]","[2, 3, 3, 2]","[3, 2, 2, 2]","[2, 3, 0, 4]","[3, 1, 0, 5]","[3, 1, 2, 3]"
11,5,450,"[3, 2, 1, 4]","[5, 0, 2, 3]","[4, 1, 2, 3]","[3, 2, 0, 5]","[4, 1, 2, 3]","[2, 3, 3, 2]","[3, 2, 2, 2]","[2, 3, 0, 4]","[2, 2, 0, 5]","[3, 1, 2, 3]"
12,6,50,"[3, 2, 1, 4]","[4, 1, 2, 3]","[3, 2, 2, 3]","[3, 2, 0, 5]","[5, 0, 2, 3]","[2, 3, 3, 2]","[3, 2, 1, 3]","[2, 3, 0, 4]","[3, 1, 0, 5]","[2, 2, 2, 3]"
13,6,183,"[3, 2, 1, 4]","[5, 0, 2, 3]","[4, 1, 1, 4]","[3, 2, 0, 5]","[5, 0, 2, 3]","[2, 3, 3, 2]","[3, 2, 3, 1]","[1, 4, 0, 4]","[3, 1, 0, 5]","[2, 2, 2, 3]"
14,6,316,"[3, 2, 1, 4]","[5, 0, 2, 3]","[4, 1, 2, 3]","[3, 2, 0, 5]","[5, 0, 2, 3]","[2, 3, 3, 2]","[3, 2, 2, 2]","[2, 3, 0, 4]","[3, 1, 0, 5]","[2, 2, 2, 3]"
15,6,450,"[3, 2, 1, 4]","[5, 0, 2, 3]","[4, 1, 2, 3]","[3, 2, 0, 5]","[4, 1, 2, 3]","[2, 3, 3, 2]","[3, 2, 2, 2]","[2, 3, 0, 4]","[3, 1, 0, 5]","[2, 2, 2, 3]"
16,7,50,"[3, 2, 1, 4]","[4, 1, 2, 3]","[3, 2, 2, 3]","[3, 2, 0, 5]","[5, 0, 2, 3]","[2, 3, 3, 2]","[3, 2, 1, 3]","[2, 3, 0, 4]","[3, 1, 0, 5]","[2, 2, 2, 3]"
17,7,183,"[3, 2, 1, 4]","[5, 0, 2, 3]","[4, 1, 1, 4]","[3, 2, 0, 5]","[5, 0, 2, 3]","[2, 3, 3, 2]","[3, 2, 3, 1]","[1, 4, 0, 4]","[3, 1, 0, 5]","[2, 2, 2, 3]"
18,7,316,"[3, 2, 1, 4]","[5, 0, 2, 3]","[4, 1, 2, 3]","[3, 2, 0, 5]","[5, 0, 2, 3]","[2, 3, 3, 2]","[3, 2, 2, 2]","[2, 3, 0, 4]","[3, 1, 0, 5]","[2, 2, 2, 3]"
19,7,450,"[3, 2, 1, 4]","[5, 0, 2, 3]","[4, 1, 2, 3]","[3, 2, 0, 5]","[4, 1, 2, 3]","[2, 3, 3, 2]","[3, 2, 2, 2]","[2, 3, 0, 4]","[3, 1, 0, 5]","[3, 1, 2, 3]"
